id_reserva,id_cliente,nombre,apellido,mail,competencia,fecha_reserva,inicio_estancia,final_estancia,id_hotel,nombre_hotel,ciudad,precio_noche,estrellas
9880f3ea-a29d-4acd-9fe1-96df1ffa46bd,13,Ricardo,Lobo,ricardo.lobo@example.com,False,2025-02-06,2025-03-01,2025-03-02,12,Hotel Luz de Madrid,Madrid,269.9356074766355,3.05
22a3608a-1de2-40c7-8e2a-d22daf77390f,14,Perlita,Patiño,perlita.patiño@example.com,False,2025-02-02,2025-03-01,2025-03-02,5,Hotel Encanto Real,Madrid,278.24399606299215,3.03
68b36da9-eeaa-4c31-91a8-d34fcc3956c8,15,Pedro,Gallego,pedro.gallego@example.com,False,2025-02-09,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
b92dbe7c-4660-4e4c-9224-47cae0152bf9,16,Judith,Bellido,judith.bellido@example.com,False,2025-02-08,2025-03-01,2025-03-02,11,Hotel Palacio Imperial,Madrid,272.2415151515151,3.01
9b16fc42-a7c6-4db9-98c7-30dbf2bb72b3,17,Francisco Javier,Hierro,francisco javier.hierro@example.com,False,2025-02-02,2025-03-01,2025-03-02,14,Hotel Sol y Luna,Madrid,267.93135869565214,3.01
65fcc15f-f4c6-492a-b191-f180ae314bea,18,Reynaldo,Lerma,reynaldo.lerma@example.com,False,2025-02-12,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
8a5b02f8-caa9-4917-a50d-a122c74a5c6d,19,Felicidad,Gimenez,felicidad.gimenez@example.com,False,2025-02-09,2025-03-01,2025-03-02,15,Hotel Mirador Real,Madrid,273.2852741020794,2.98
24f9a853-2cef-4fb7-8182-d4f347c772d7,20,Pía,Barba,pía.barba@example.com,False,2025-02-03,2025-03-01,2025-03-02,4,Hotel Puerta del Cielo,Madrid,280.1512428298279,3.03
345b493b-5fcb-476c-940b-cce20444d64e,21,Amílcar,Moles,amílcar.moles@example.com,False,2025-02-05,2025-03-01,2025-03-02,8,Hotel Las Estrellas,Madrid,271.7063529411765,2.91
e9fc009e-6bbd-49a9-aaa1-499fbe5b7036,22,Blas,Galván,blas.galván@example.com,False,2025-02-11,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
91569bdd-8430-4537-8245-6ca66e5c95ed,23,Claudia,Miranda,claudia.miranda@example.com,False,2025-02-03,2025-03-01,2025-03-02,4,Hotel Puerta del Cielo,Madrid,280.1512428298279,3.03
2713abaf-e02b-4e4b-9897-a6b9cd4862b5,24,Fernanda,Segarra,fernanda.segarra@example.com,False,2025-02-02,2025-03-01,2025-03-02,16,Hotel Rincón Sereno,Madrid,277.31882352941176,3.0
56aa252f-8c76-4712-a8d8-cfa844b5711a,25,Emilio,Huerta,emilio.huerta@example.com,False,2025-02-09,2025-03-01,2025-03-02,17,Hotel Vista Alegre,Madrid,279.802141453831,2.94
67cc0893-51de-461e-bdf3-72beb87d4672,26,Bárbara,Jódar,bárbara.jódar@example.com,False,2025-02-09,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
728efa5a-8a5a-4e53-8b2b-349c4fcab5d9,27,Emiliano,Vergara,emiliano.vergara@example.com,False,2025-02-06,2025-03-01,2025-03-02,12,Hotel Luz de Madrid,Madrid,269.9356074766355,3.05
f4b3e94a-2476-4923-953d-1f76ad90b520,28,Marisol,Arévalo,marisol.arévalo@example.com,False,2025-02-11,2025-03-01,2025-03-02,18,Hotel Costa Azul,Madrid,284.2829629629629,3.12
166f113f-64cf-408d-b1c3-30ef155f8049,29,Ezequiel,Cuesta,ezequiel.cuesta@example.com,False,2025-02-10,2025-03-01,2025-03-02,18,Hotel Costa Azul,Madrid,284.2829629629629,3.12
b4ec52c7-ac8d-4c68-93f2-56f80786978c,30,Telmo,Bartolomé,telmo.bartolomé@example.com,False,2025-02-05,2025-03-01,2025-03-02,9,Gran Hotel Madrid,Madrid,264.96716504854373,3.07
bec6c4c5-e6bf-4115-98d2-9c2f1161b77d,31,Débora,Solé,débora.solé@example.com,False,2025-02-07,2025-03-01,2025-03-02,5,Hotel Encanto Real,Madrid,278.24399606299215,3.03
aca3e915-cf8f-4ee5-b921-f23f909f602b,32,Darío,Lasa,darío.lasa@example.com,False,2025-02-10,2025-03-01,2025-03-02,10,Hotel Torre Dorada,Madrid,272.7331755424063,2.92
47f91472-4a34-4e03-9cd2-64bbf695dcdd,33,Fausto,Santiago,fausto.santiago@example.com,False,2025-02-01,2025-03-01,2025-03-02,6,Palacio del Sol,Madrid,282.4921499013806,2.99
4d0ca33e-6881-4eaa-8c32-caf6273e468b,34,Lorenza,Lago,lorenza.lago@example.com,False,2025-02-12,2025-03-01,2025-03-02,9,Gran Hotel Madrid,Madrid,264.96716504854373,3.07
f6149a73-99ec-46f9-ad92-c4174a564beb,35,Anunciación,Flor,anunciación.flor@example.com,False,2025-02-02,2025-03-01,2025-03-02,11,Hotel Palacio Imperial,Madrid,272.2415151515151,3.01
25efcc1f-d69a-422f-a887-3341d57c6f09,36,María Belén,Cuéllar,maría belén.cuéllar@example.com,False,2025-02-07,2025-03-01,2025-03-02,5,Hotel Encanto Real,Madrid,278.24399606299215,3.03
5e53a3e0-ed87-48e8-9742-891fe94d1025,37,Amaya,Aliaga,amaya.aliaga@example.com,False,2025-02-02,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
32aa8648-0f85-4405-86bd-ffe32c5bc3eb,38,Jose Angel,Bermúdez,jose angel.bermúdez@example.com,False,2025-02-02,2025-03-01,2025-03-02,16,Hotel Rincón Sereno,Madrid,277.31882352941176,3.0
b8fc310e-88a1-41eb-abf1-f772cf208fda,39,Berta,Casas,berta.casas@example.com,False,2025-02-02,2025-03-01,2025-03-02,12,Hotel Luz de Madrid,Madrid,269.9356074766355,3.05
9202057b-976a-4e12-980e-d45cac1a2906,40,Salud,Rocha,salud.rocha@example.com,False,2025-02-12,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
2af9827a-93df-4f5e-ac7d-bdda0c84ed31,41,Úrsula,Font,úrsula.font@example.com,False,2025-02-09,2025-03-01,2025-03-02,9,Gran Hotel Madrid,Madrid,264.96716504854373,3.07
a099af97-fd17-4374-86fe-9aae15f39bff,42,Sabas,Perea,sabas.perea@example.com,False,2025-02-06,2025-03-01,2025-03-02,9,Gran Hotel Madrid,Madrid,264.96716504854373,3.07
73b6396e-25dc-4516-9a8a-047fbdf14eb3,43,Asunción,Sanmiguel,asunción.sanmiguel@example.com,False,2025-02-02,2025-03-01,2025-03-02,19,Hotel Maravilla Real,Madrid,284.4021186440678,2.98
7d8a031b-affa-4506-8a21-36e2e298da06,44,Jafet,Baró,jafet.baró@example.com,False,2025-02-05,2025-03-01,2025-03-02,8,Hotel Las Estrellas,Madrid,271.7063529411765,2.91
4670b887-09ee-433b-afa1-556cbb1e930a,45,Adrián,Belda,adrián.belda@example.com,False,2025-02-09,2025-03-01,2025-03-02,10,Hotel Torre Dorada,Madrid,272.7331755424063,2.92
444992a6-ce95-43c1-bf32-b9ce3d754672,46,Benigno,Granados,benigno.granados@example.com,False,2025-02-01,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
55d863f5-efd2-47ee-b047-b786c056ccef,47,Amílcar,Murillo,amílcar.murillo@example.com,False,2025-02-01,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
458f6999-9db0-4430-88ad-b5d91cfd6ff4,48,Jordán,Lopez,jordán.lopez@example.com,False,2025-02-09,2025-03-01,2025-03-02,4,Hotel Puerta del Cielo,Madrid,280.1512428298279,3.03
9631e12c-9835-45fe-a21a-6271086c3452,49,Sofía,Suárez,sofía.suárez@example.com,False,2025-02-03,2025-03-01,2025-03-02,10,Hotel Torre Dorada,Madrid,272.7331755424063,2.92
ebd89c70-66d4-41d1-b218-dc9113ce6ce6,50,Ainara,Ramírez,ainara.ramírez@example.com,False,2025-02-03,2025-03-01,2025-03-02,17,Hotel Vista Alegre,Madrid,279.802141453831,2.94
83b7096f-825e-4937-b0e2-4ec0391bc473,51,Segismundo,Solera,segismundo.solera@example.com,False,2025-02-11,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
fc781901-7248-4af2-a828-9940d73e7cd9,52,Luisa,Nicolau,luisa.nicolau@example.com,False,2025-02-10,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
dcffa24b-86dc-4814-9b26-e1264d8c3f03,53,César,Ibarra,césar.ibarra@example.com,False,2025-02-03,2025-03-01,2025-03-02,17,Hotel Vista Alegre,Madrid,279.802141453831,2.94
16995b12-8790-4bb4-9e39-ad5eccbeb90d,54,Brunilda,Sanabria,brunilda.sanabria@example.com,False,2025-02-02,2025-03-01,2025-03-02,17,Hotel Vista Alegre,Madrid,279.802141453831,2.94
1947713f-2d04-4f87-979d-47b803207fee,55,Gervasio,Lopez,gervasio.lopez@example.com,False,2025-02-06,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
2e03c019-93d2-42ff-a9a4-9351952b3244,56,Sandra,Benet,sandra.benet@example.com,False,2025-02-06,2025-03-01,2025-03-02,9,Gran Hotel Madrid,Madrid,264.96716504854373,3.07
1706822e-7d2e-4287-a953-1f039ae68551,57,Calixta,Alcolea,calixta.alcolea@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,Hotel Vista Alegre,Madrid,279.802141453831,2.94
692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,58,Ángeles,Guzmán,ángeles.guzmán@example.com,False,2025-02-02,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
509d1ab0-6acc-4c42-b352-4d8e86dfa96d,59,Salvador,Barral,salvador.barral@example.com,False,2025-02-02,2025-03-01,2025-03-02,2,Hotel Brisas del Mar,Madrid,275.2259210526316,3.09
02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,60,Abilio,Portero,abilio.portero@example.com,False,2025-02-04,2025-03-01,2025-03-02,4,Hotel Puerta del Cielo,Madrid,280.1512428298279,3.03
ca9bfa6c-1449-4239-9595-779c090af54b,61,Josefina,Torrecilla,josefina.torrecilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
5a5dd3f5-d360-4242-a827-2729e9d0fd61,62,Manu,Gelabert,manu.gelabert@example.com,False,2025-02-12,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
b7055550-984b-48e4-83f6-637b7f4dd78c,63,Cruz,Barrera,cruz.barrera@example.com,False,2025-02-09,2025-03-01,2025-03-02,8,Hotel Las Estrellas,Madrid,271.7063529411765,2.91
013e4092-d233-4c2f-a772-9e66270e30a4,64,Joel,Quintanilla,joel.quintanilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,6,Palacio del Sol,Madrid,282.4921499013806,2.99
286afb47-7932-4250-987a-688b472b5344,65,Aníbal,Bilbao,aníbal.bilbao@example.com,False,2025-02-06,2025-03-01,2025-03-02,11,Hotel Palacio Imperial,Madrid,272.2415151515151,3.01
d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,66,Juan Carlos,Fuente,juan carlos.fuente@example.com,False,2025-02-09,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
6de8b910-ab44-4a14-8369-f2723da145ed,67,Ignacio,Velasco,ignacio.velasco@example.com,False,2025-02-04,2025-03-01,2025-03-02,14,Hotel Sol y Luna,Madrid,267.93135869565214,3.01
f302dfc4-bdf4-40f0-b08c-6821d3044e5f,68,Paco,Bayona,paco.bayona@example.com,False,2025-02-11,2025-03-01,2025-03-02,15,Hotel Mirador Real,Madrid,273.2852741020794,2.98
6741430e-762d-4548-9616-fc40362e0447,69,Rafael,López,rafael.lópez@example.com,False,2025-02-02,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
dd64cf88-9b1f-42ec-9340-39806f5bd744,70,Perla,Mate,perla.mate@example.com,False,2025-02-08,2025-03-01,2025-03-02,10,Hotel Torre Dorada,Madrid,272.7331755424063,2.92
d7978bb9-da0f-468c-977f-2062c1262a8c,71,Olga,Marí,olga.marí@example.com,False,2025-02-12,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
49788f88-6522-4400-96c5-12757260aaeb,72,Cristóbal,Cañizares,cristóbal.cañizares@example.com,False,2025-02-04,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,73,Humberto,Novoa,humberto.novoa@example.com,False,2025-02-03,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
24bce2d2-a496-4d15-aa24-8796f173f0c7,74,Fabiana,Laguna,fabiana.laguna@example.com,False,2025-02-07,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,75,Teo,Lloret,teo.lloret@example.com,False,2025-02-01,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
05d40d78-a173-4044-9c72-ae9c2d8548d6,76,Nazario,Castrillo,nazario.castrillo@example.com,False,2025-02-08,2025-03-01,2025-03-02,10,Hotel Torre Dorada,Madrid,272.7331755424063,2.92
1696721f-a366-492c-8e7e-ce2bbd11e0b2,77,Juan Francisco,Cuéllar,juan francisco.cuéllar@example.com,False,2025-02-09,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
a5ad5040-06cf-47ca-9960-553a91600ce7,78,Jessica,Company,jessica.company@example.com,False,2025-02-07,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
241e331b-007f-48d2-a184-7164c13d1cda,79,Eusebio,Ropero,eusebio.ropero@example.com,False,2025-02-02,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,80,Mario,Pastor,mario.pastor@example.com,False,2025-02-11,2025-03-01,2025-03-02,5,Hotel Encanto Real,Madrid,278.24399606299215,3.03
6a8b8b3d-bbde-4cb9-b9d4-68029065564c,81,Paulino,Ramos,paulino.ramos@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,Hotel Vista Alegre,Madrid,279.802141453831,2.94
9a69e4c1-f738-47a9-8d37-98c04675c506,82,Jordi,Cámara,jordi.cámara@example.com,False,2025-02-12,2025-03-01,2025-03-02,18,Hotel Costa Azul,Madrid,284.2829629629629,3.12
2c74f8b9-05a8-4d01-95f7-63ce3ed5671f,83,Amador,Escobar,amador.escobar@example.com,False,2025-02-09,2025-03-01,2025-03-02,6,Palacio del Sol,Madrid,282.4921499013806,2.99
77204866-fdb5-45b7-94db-51140a40b06e,84,Nazaret,Requena,nazaret.requena@example.com,False,2025-02-10,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
5e9e808f-a53e-4255-9fc3-a4564be2063d,85,Otilia,Goñi,otilia.goñi@example.com,False,2025-02-03,2025-03-01,2025-03-02,16,Hotel Rincón Sereno,Madrid,277.31882352941176,3.0
84902ee1-c371-4fb4-ad4e-bc8d6de33f45,86,Georgina,Ferrando,georgina.ferrando@example.com,False,2025-02-05,2025-03-01,2025-03-02,15,Hotel Mirador Real,Madrid,273.2852741020794,2.98
904651ef-0e30-4880-ad20-6bb392a80aaa,87,León,Baños,león.baños@example.com,False,2025-02-12,2025-03-01,2025-03-02,5,Hotel Encanto Real,Madrid,278.24399606299215,3.03
92cdbb3d-7db3-4c60-b520-52107dc3cf18,88,León,Ortega,león.ortega@example.com,False,2025-02-08,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
1f822ddd-d04f-4cd4-8ac1-8c6c06583102,89,Salomón,Muñoz,salomón.muñoz@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,Hotel Vista Alegre,Madrid,279.802141453831,2.94
ce727457-b05d-4d48-b5e5-002a1a7274a8,90,David,Julián,david.julián@example.com,False,2025-02-03,2025-03-01,2025-03-02,11,Hotel Palacio Imperial,Madrid,272.2415151515151,3.01
be8685ea-5cc1-4983-bfe8-ccdf5170642e,91,Corona,Falcón,corona.falcón@example.com,False,2025-02-04,2025-03-01,2025-03-02,2,Hotel Brisas del Mar,Madrid,275.2259210526316,3.09
1fd11394-7e1e-482b-8c16-8cb598f41e16,92,Marcelo,Vendrell,marcelo.vendrell@example.com,False,2025-02-04,2025-03-01,2025-03-02,15,Hotel Mirador Real,Madrid,273.2852741020794,2.98
7078d68a-f0a9-4e31-bde8-25b5247a1f38,93,Sebastian,Morera,sebastian.morera@example.com,False,2025-02-05,2025-03-01,2025-03-02,12,Hotel Luz de Madrid,Madrid,269.9356074766355,3.05
a0d92562-1485-4306-9dfb-a0078b2d0563,94,Manolo,Castejón,manolo.castejón@example.com,False,2025-02-03,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
ce0aa969-ffa5-4e65-8eee-fcdeef2505f4,95,Graciana,Pinilla,graciana.pinilla@example.com,False,2025-02-09,2025-03-01,2025-03-02,14,Hotel Sol y Luna,Madrid,267.93135869565214,3.01
790cd2e1-ce99-4131-9c7d-73f3534dea93,96,Vanesa,Dávila,vanesa.dávila@example.com,False,2025-02-08,2025-03-01,2025-03-02,8,Hotel Las Estrellas,Madrid,271.7063529411765,2.91
18eff31c-cd63-4c05-a3f1-a0b05998018e,97,Marcial,Ramis,marcial.ramis@example.com,False,2025-02-07,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
edfdc0ed-e580-4373-9317-f56cd55f8ef9,98,Aarón,Mateu,aarón.mateu@example.com,False,2025-02-04,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
99d760d9-b9a0-4c9d-9e6d-d706238a743a,99,Tito,Montserrat,tito.montserrat@example.com,False,2025-02-06,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
737db8d2-ef89-4a22-850f-5140b2cc1e9b,100,Vasco,García,vasco.garcía@example.com,False,2025-02-07,2025-03-01,2025-03-02,5,Hotel Encanto Real,Madrid,278.24399606299215,3.03
eeea3e90-5d2e-4388-a71c-23f539a47218,101,Nadia,Doménech,nadia.doménech@example.com,False,2025-02-08,2025-03-01,2025-03-02,14,Hotel Sol y Luna,Madrid,267.93135869565214,3.01
49f515de-4edd-4cbd-909a-7c4f53d16da6,102,Loreto,Villalba,loreto.villalba@example.com,False,2025-02-08,2025-03-01,2025-03-02,6,Palacio del Sol,Madrid,282.4921499013806,2.99
3cc3f204-5347-4617-869f-cd1983b30c65,103,Estefanía,Naranjo,estefanía.naranjo@example.com,False,2025-02-02,2025-03-01,2025-03-02,2,Hotel Brisas del Mar,Madrid,275.2259210526316,3.09
71d78fbd-4cbe-466f-b928-908ea21d416c,104,Arturo,Hierro,arturo.hierro@example.com,False,2025-02-12,2025-03-01,2025-03-02,14,Hotel Sol y Luna,Madrid,267.93135869565214,3.01
5fe3f4a7-18e8-4fbd-b6c8-d6f0299f5af1,105,Emiliana,Beltran,emiliana.beltran@example.com,False,2025-02-06,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
5bc1f02e-486a-4c23-aba4-1a4291958e21,106,Rodrigo,Urrutia,rodrigo.urrutia@example.com,False,2025-02-05,2025-03-01,2025-03-02,4,Hotel Puerta del Cielo,Madrid,280.1512428298279,3.03
74e2b2c3-678d-49d5-9633-b5e0ef775ffb,107,Isidoro,Echeverría,isidoro.echeverría@example.com,False,2025-02-10,2025-03-01,2025-03-02,2,Hotel Brisas del Mar,Madrid,275.2259210526316,3.09
f1252edf-cd6d-412d-9c99-47fdb83aeaaa,108,Josefa,Villaverde,josefa.villaverde@example.com,False,2025-02-06,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
a2d8a845-32af-4c60-b3a9-e74366b70db0,109,Cecilia,Ibañez,cecilia.ibañez@example.com,False,2025-02-12,2025-03-01,2025-03-02,11,Hotel Palacio Imperial,Madrid,272.2415151515151,3.01
93daea01-9f1a-4f34-b5e1-24ec1bd7b72b,110,Victoria,Salmerón,victoria.salmerón@example.com,False,2025-02-11,2025-03-01,2025-03-02,10,Hotel Torre Dorada,Madrid,272.7331755424063,2.92
de06e925-4221-416a-90d4-00bc635dd8c5,111,Mar,Taboada,mar.taboada@example.com,False,2025-02-06,2025-03-01,2025-03-02,5,Hotel Encanto Real,Madrid,278.24399606299215,3.03
0d986817-dbeb-4beb-9fc1-777a1e9f7cb2,112,Maricruz,Huertas,maricruz.huertas@example.com,False,2025-02-11,2025-03-01,2025-03-02,10,Hotel Torre Dorada,Madrid,272.7331755424063,2.92
e98bca35-fc68-46ab-a04e-8df6db644e15,113,Leonel,Vázquez,leonel.vázquez@example.com,False,2025-02-06,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
49dc985e-ca36-4692-9d8d-98b7bb5df716,114,Jorge,Llobet,jorge.llobet@example.com,False,2025-02-06,2025-03-01,2025-03-02,1,Hotel Monte Verde,Madrid,276.61238095238093,3.1
337f0a62-b5b0-4b4d-bfe8-aa043ad39af1,115,Nico,Montenegro,nico.montenegro@example.com,False,2025-02-11,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
86fbb1c4-9241-4b45-8bf5-3d59c79fe6da,116,Cecilio,Chacón,cecilio.chacón@example.com,False,2025-02-02,2025-03-01,2025-03-02,18,Hotel Costa Azul,Madrid,284.2829629629629,3.12
d3500633-2caa-47b7-a6dd-796a37525dd2,117,Rodolfo,Corominas,rodolfo.corominas@example.com,False,2025-02-09,2025-03-01,2025-03-02,14,Hotel Sol y Luna,Madrid,267.93135869565214,3.01
2dd3d6b4-198f-468d-ac48-989847fec748,118,Bernardo,Ribera,bernardo.ribera@example.com,False,2025-02-05,2025-03-01,2025-03-02,4,Hotel Puerta del Cielo,Madrid,280.1512428298279,3.03
bd6deb8e-a500-4c0c-a706-24c1eec4fdce,119,Candela,Solano,candela.solano@example.com,False,2025-02-05,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
a7764d9c-3169-4669-91cf-8e205be4f5d7,120,María Luisa,Aller,maría luisa.aller@example.com,False,2025-02-11,2025-03-01,2025-03-02,6,Palacio del Sol,Madrid,282.4921499013806,2.99
6455e672-2a92-49f3-9792-105c79f2bff1,121,Reyna,Rius,reyna.rius@example.com,False,2025-02-07,2025-03-01,2025-03-02,16,Hotel Rincón Sereno,Madrid,277.31882352941176,3.0
f9ab1c28-737c-4b6a-9134-288f1d72bba7,122,Leandro,Ruano,leandro.ruano@example.com,False,2025-02-06,2025-03-01,2025-03-02,7,Hotel Jardines del Rey,Madrid,272.4023353293413,2.94
56025d69-5792-4f68-801a-5ffc77bd7e7c,123,Roque,Navarrete,roque.navarrete@example.com,False,2025-02-09,2025-03-01,2025-03-02,3,Hotel Camino del Sol,Madrid,269.99844357976656,3.07
2b63564b-a163-4aa0-a3a2-d8d956eee050,124,Nazaret,Quiroga,nazaret.quiroga@example.com,False,2025-02-09,2025-03-01,2025-03-02,17,Hotel Vista Alegre,Madrid,279.802141453831,2.94
f15ca9a2-2312-443a-9a78-ef7d1eee2b33,125,Priscila,Solsona,priscila.solsona@example.com,False,2025-02-12,2025-03-01,2025-03-02,16,Hotel Rincón Sereno,Madrid,277.31882352941176,3.0
29ee49b5-269a-49ee-9502-09f1d17d6d95,126,Esther,Amores,esther.amores@example.com,False,2025-02-11,2025-03-01,2025-03-02,15,Hotel Mirador Real,Madrid,273.2852741020794,2.98
37ef3cfc-c502-46dc-a51f-9391752151bd,127,Dora,Amores,dora.amores@example.com,False,2025-02-02,2025-03-01,2025-03-02,5,Hotel Encanto Real,Madrid,278.24399606299215,3.03
88bcf602-5eed-41e7-88e2-622948f06801,128,Tiburcio,Cerdá,tiburcio.cerdá@example.com,False,2025-02-11,2025-03-01,2025-03-02,10,Hotel Torre Dorada,Madrid,272.7331755424063,2.92
8695bdae-bb21-4404-a9cb-1c7b8156e981,129,Germán,Ayllón,germán.ayllón@example.com,False,2025-02-04,2025-03-01,2025-03-02,13,Hotel Los Almendros,Madrid,273.7629755178908,3.01
88b359a3-3ba5-4f55-adb3-eca51629e5d5,130,Nicolás,Pinilla,nicolás.pinilla@example.com,False,2025-02-04,2025-03-01,2025-03-02,11,Hotel Palacio Imperial,Madrid,272.2415151515151,3.01
cce6889f-55ea-4287-9058-26e77b538234,131,Paz,Robles,paz.robles@example.com,False,2025-02-04,2025-03-01,2025-03-02,9,Gran Hotel Madrid,Madrid,264.96716504854373,3.07
